id,pdbid,ndbid,polyclass,method
7BTQ,7BTQ,,Protein/DNA,EM
7BV2,7BV2,,Protein/RNA,EM
7BV8,7BV8,,Protein/RNA,EM
7BWD,7BWD,,Protein/DNA,EM
7BXT,7BXT,,Protein/DNA,EM
7BY0,7BY0,,Protein/DNA,EM
7BZF,7BZF,,Protein/RNA,EM
7BZG,7BZG,7BZG,Protein/DNA,X-ray
7C06,7C06,7C06,Protein/RNA,X-ray
7C07,7C07,7C07,Protein/RNA,X-ray
7C08,7C08,7C08,Protein/RNA,X-ray
7C0G,7C0G,7C0G,Protein/DNA,X-ray
7C0I,7C0I,7C0I,Protein/DNA,X-ray
7C0J,7C0J,7C0J,Protein/DNA,X-ray
7C0M,7C0M,,Protein/DNA,EM
7C17,7C17,,Protein/DNA,EM
7C2K,7C2K,,Protein/RNA,EM
7C45,7C45,7C45,Protein/RNA,X-ray
7C4P,7C4P,7C4P,Protein/DNA,X-ray
7C4Q,7C4Q,7C4Q,Protein/DNA,X-ray
7C4R,7C4R,7C4R,Protein/DNA,X-ray
7C79,7C79,,Protein/RNA,EM
7C7A,7C7A,,Protein/RNA,EM
7C7L,7C7L,,Protein/DNA/RNA,EM
7C97,7C97,,Protein/DNA,EM
7C98,7C98,,Protein/DNA,EM
7C99,7C99,,Protein/DNA,EM
7C9A,7C9A,,Protein/DNA,EM
7C9C,7C9C,,Protein/DNA,EM
7C9O,7C9O,7C9O,Protein/DNA,X-ray
7CBY,7CBY,7CBY,Protein/DNA,X-ray
7CC9,7CC9,7CC9,Protein/DNA,X-ray
7CCD,7CCD,7CCD,Protein/DNA,X-ray
7CCJ,7CCJ,7CCJ,Protein/DNA,X-ray
7CCQ,7CCQ,,Protein/DNA,EM
7CCR,7CCR,,Protein/DNA,EM
7CD5,7CD5,7CD5,Protein/DNA,X-ray
7CD6,7CD6,7CD6,Protein/DNA,X-ray
7CE1,7CE1,7CE1,Protein/DNA,X-ray
7CGF,7CGF,7CGF,Protein/RNA,X-ray
7CGG,7CGG,7CGG,Protein/RNA,X-ray
7CGH,7CGH,7CGH,Protein/RNA,X-ray
7CGI,7CGI,7CGI,Protein/RNA,X-ray
7CGJ,7CGJ,7CGJ,Protein/RNA,X-ray
7CGK,7CGK,7CGK,Protein/RNA,X-ray
7CGL,7CGL,7CGL,Protein/RNA,X-ray
7CGM,7CGM,7CGM,Protein/RNA,X-ray
7CHD,7CHD,7CHD,Protein/RNA,X-ray
7CHW,7CHW,,Protein/DNA,EM
7CKQ,7CKQ,,Protein/DNA,EM
7CLI,7CLI,7CLI,Protein/DNA,X-ray
7CLS,7CLS,7CLS,DNA,NMR
7CO6,7CO6,7CO6,Protein/DNA,X-ray
7CO8,7CO8,7CO8,Protein/DNA,X-ray
7CO9,7CO9,7CO9,Protein/DNA,X-ray
7COA,7COA,7COA,Protein/DNA,X-ray
7COB,7COB,7COB,Protein/DNA,X-ray
7COC,7COC,7COC,Protein/DNA,X-ray
7COD,7COD,7COD,Protein/DNA,X-ray
7COW,7COW,7COW,Protein/DNA,X-ray
7CPJ,7CPJ,,Protein/RNA,EM
7CPS,7CPS,7CPS,DNA,NMR
7CPU,7CPU,,Protein/RNA,EM
7CPV,7CPV,,Protein/RNA,EM
7CPW,7CPW,7CPW,Protein/DNA,X-ray
7CQ4,7CQ4,7CQ4,Protein/DNA,X-ray
7CR6,7CR6,7CR6,Protein/DNA,X-ray
7CR8,7CR8,7CR8,Protein/DNA,X-ray
7CRE,7CRE,7CRE,Protein/DNA,X-ray
7CRO,7CRO,,Protein/DNA,EM
7CRP,7CRP,,Protein/DNA,EM
7CRQ,7CRQ,,Protein/DNA,EM
7CRR,7CRR,,Protein/DNA,EM
7CSK,7CSK,7CSK,DNA,NMR
7CSW,7CSW,7CSW,Protein/DNA,X-ray
7CSY,7CSY,7CSY,Protein/DNA,X-ray
7CSZ,7CSZ,7CSZ,Protein/DNA,X-ray
7CTT,7CTT,,Protein/RNA,EM
7CUH,7CUH,7CUH,Protein/DNA,X-ray
7CUK,7CUK,7CUK,DNA,NMR
7CV3,7CV3,7CV3,DNA,NMR
7CV4,7CV4,7CV4,DNA,NMR
7CVO,7CVO,7CVO,Protein/DNA,X-ray
7CVQ,7CVQ,7CVQ,Protein/DNA,X-ray
7CXM,7CXM,,Protein/RNA,EM
7CXN,7CXN,,Protein/RNA,EM
7CY6,7CY6,7CY6,Protein/DNA,X-ray
7CY7,7CY7,7CY7,Protein/DNA,X-ray
7CY8,7CY8,7CY8,Protein/DNA,X-ray
7CYQ,7CYQ,,Protein/RNA,EM
7D0F,7D0F,,Protein/RNA,EM
7D0G,7D0G,,Protein/RNA,EM
7D0X,7D0X,7D0X,DNA,NMR
7D0Y,7D0Y,7D0Y,DNA,NMR
7D0Z,7D0Z,7D0Z,DNA,NMR
7D12,7D12,7D12,RNA,NMR
7D1A,7D1A,,Protein/RNA,EM
7D1Z,7D1Z,,Protein/DNA,EM
7D20,7D20,,Protein/DNA,EM
7D2L,7D2L,7D2L,Protein/DNA/RNA,X-ray
7D31,7D31,7D31,DNA,X-ray
7D32,7D32,7D32,DNA,X-ray
7D33,7D33,7D33,DNA,X-ray
7D3J,7D3J,7D3J,Protein/DNA/RNA,X-ray
7D3T,7D3T,7D3T,Protein/DNA,X-ray
7D3V,7D3V,7D3V,Protein/DNA,NMR
7D3W,7D3W,7D3W,Protein/DNA,NMR
7D3X,7D3X,7D3X,Protein/DNA,NMR
7D4I,7D4I,,Protein/RNA,EM
7D58,7D58,,Protein/DNA/RNA,EM
7D5D,7D5D,7D5D,DNA,X-ray
7D5E,7D5E,7D5E,DNA,X-ray
7D5F,7D5F,7D5F,DNA,NMR
7D5S,7D5S,,Protein/RNA,EM
7D5T,7D5T,,Protein/RNA,EM
7D63,7D63,,Protein/RNA,EM
7D69,7D69,,Protein/DNA,EM
7D6Z,7D6Z,,Protein/RNA,EM
7D7C,7D7C,,Protein/DNA,EM
7D7D,7D7D,,Protein/DNA,EM
7D7V,7D7V,7D7V,Protein/RNA,X-ray
7D7W,7D7W,7D7W,RNA,X-ray
7D7X,7D7X,7D7X,RNA,X-ray
7D7Y,7D7Y,7D7Y,RNA,X-ray
7D7Z,7D7Z,7D7Z,RNA,X-ray
7D80,7D80,,Protein/RNA,EM
7D81,7D81,7D81,RNA,X-ray
7D82,7D82,7D82,RNA,X-ray
7D8C,7D8C,7D8C,Protein/RNA,X-ray
7D8O,7D8O,7D8O,Protein/RNA,X-ray
7D8T,7D8T,7D8T,Protein/DNA,X-ray
7D98,7D98,7D98,Protein/DNA,X-ray
7DA7,7DA7,,Protein/RNA,EM
7DAS,7DAS,,Protein/RNA,EM
7DBH,7DBH,,Protein/DNA,EM
7DBM,7DBM,7DBM,Protein/DNA,X-ray
7DBN,7DBN,7DBN,Protein/DNA,X-ray
7DBP,7DBP,,Protein/DNA,EM
7DCI,7DCI,7DCI,Protein/DNA,X-ray
7DCJ,7DCJ,7DCJ,Protein/DNA,X-ray
7DCO,7DCO,,Protein/RNA,EM
7DCS,7DCS,7DCS,Protein/DNA,X-ray
7DCT,7DCT,7DCT,Protein/DNA,X-ray
7DCU,7DCU,7DCU,Protein/DNA,X-ray
7DD3,7DD3,,Protein/RNA,EM
7DD4,7DD4,7DD4,RNA,NMR
7DFG,7DFG,,Protein/RNA,EM
7DFH,7DFH,,Protein/RNA,EM
7DFY,7DFY,7DFY,DNA,X-ray
7DIC,7DIC,7DIC,Protein/RNA,X-ray
7DID,7DID,7DID,Protein/RNA,X-ray
7DJU,7DJU,7DJU,DNA,NMR
7DJV,7DJV,7DJV,DNA,NMR
7DJW,7DJW,7DJW,DNA,NMR
7DKG,7DKG,7DKG,Protein/DNA,X-ray
7DLZ,7DLZ,7DLZ,Protein/RNA,X-ray
7DMQ,7DMQ,,Protein/RNA,EM
7DN3,7DN3,,Protein/DNA/RNA,EM
7DO1,7DO1,7DO1,DNA,NMR
7DOI,7DOI,,Protein/RNA,EM
7DOK,7DOK,,Protein/RNA,EM
7DOL,7DOL,7DOL,Protein/RNA,X-ray
7DPE,7DPE,7DPE,Protein/DNA,X-ray
7DQ0,7DQ0,7DQ0,DNA,X-ray
7DQ8,7DQ8,7DQ8,DNA,X-ray
7DTA,7DTA,7DTA,Protein/DNA,NMR
7DTE,7DTE,,Protein/RNA,EM
7DU2,7DU2,,Protein/DNA/RNA,EM
7DUG,7DUG,7DUG,Protein/RNA,X-ray
7DUH,7DUH,7DUH,Protein/RNA,X-ray
7DUI,7DUI,7DUI,Protein/RNA,X-ray
7DUJ,7DUJ,7DUJ,Protein/RNA,X-ray
7DUK,7DUK,7DUK,Protein/RNA,X-ray
7DUL,7DUL,7DUL,Protein/RNA,X-ray
7DV2,7DV2,7DV2,Protein/DNA,X-ray
7DVQ,7DVQ,,Protein/RNA,EM
7DVV,7DVV,7DVV,Protein/DNA,X-ray
7DW5,7DW5,7DW5,Protein/DNA,X-ray
7DWH,7DWH,7DWH,Protein/RNA,X-ray
7DWR,7DWR,7DWR,Protein/DNA,X-ray
7DXP,7DXP,7DXP,Protein/DNA,X-ray
7DY6,7DY6,,Protein/DNA,EM
7E1B,7E1B,7E1B,Protein/DNA,X-ray
7E4E,7E4E,7E4E,DNA,NMR
7E5P,7E5P,7E5P,DNA,NMR
7E8D,7E8D,,Protein/DNA,EM
7E8I,7E8I,,Protein/DNA,EM
7E8O,7E8O,7E8O,Protein/RNA,X-ray
7E9C,7E9C,,Protein/DNA,EM
7E9E,7E9E,7E9E,RNA,X-ray
7E9F,7E9F,,Protein/DNA,EM
7E9I,7E9I,7E9I,RNA,X-ray
7EA5,7EA5,,Protein/DNA,EM
7EA8,7EA8,,Protein/DNA,EM
7EAF,7EAF,7EAF,RNA,X-ray
7EAG,7EAG,7EAG,RNA,X-ray
7EAQ,7EAQ,7EAQ,DNA,X-ray
7EAY,7EAY,7EAY,DNA,X-ray
7ECF,7ECF,7ECF,DNA,X-ray
7ECG,7ECG,7ECG,DNA,X-ray
7ECH,7ECH,7ECH,DNA,X-ray
7ECJ,7ECJ,7ECJ,RNA,X-ray
7ECK,7ECK,7ECK,RNA,X-ray
7ECL,7ECL,7ECL,RNA,X-ray
7ECM,7ECM,7ECM,RNA,X-ray
7ECN,7ECN,7ECN,RNA,X-ray
7ECO,7ECO,7ECO,RNA,X-ray
7ECP,7ECP,7ECP,RNA,X-ray
7ECV,7ECV,,Protein/RNA,EM
7ECW,7ECW,,Protein/DNA/RNA,EM
7ED5,7ED5,,Protein/RNA,EM
7EDB,7EDB,7EDB,Protein/DNA,X-ray
7EDL,7EDL,7EDL,RNA,X-ray
7EDM,7EDM,7EDM,RNA,X-ray
7EDN,7EDN,7EDN,RNA,X-ray
7EDS,7EDS,7EDS,Protein/DNA,X-ray
7EDT,7EDT,7EDT,RNA,X-ray
7EDU,7EDU,7EDU,RNA,X-ray
7EDV,7EDV,7EDV,DNA,X-ray
7EDW,7EDW,7EDW,DNA,X-ray
7EDX,7EDX,,Protein/DNA,EM
7EEM,7EEM,7EEM,RNA,X-ray
7EEN,7EEN,7EEN,Hybrid,X-ray
7EEO,7EEO,7EEO,Hybrid,X-ray
7EEU,7EEU,7EEU,Protein/DNA,X-ray
7EF8,7EF8,7EF8,Protein/DNA,X-ray
7EF9,7EF9,7EF9,Protein/DNA,X-ray
7EFG,7EFG,7EFG,RNA,X-ray
7EFH,7EFH,7EFH,RNA,X-ray
7EFI,7EFI,7EFI,Hybrid,X-ray
7EG6,7EG6,,Protein/DNA,EM
7EG7,7EG7,,Protein/DNA,EM
7EG8,7EG8,,Protein/DNA,EM
7EG9,7EG9,,Protein/DNA,EM
7EGA,7EGA,,Protein/DNA,EM
7EGB,7EGB,,Protein/DNA,EM
7EGC,7EGC,,Protein/DNA,EM
7EGD,7EGD,,Protein/DNA,EM
7EGH,7EGH,,Protein/DNA,EM
7EGJ,7EGJ,,Protein/DNA,EM
7EGP,7EGP,,Protein/DNA,EM
7EGQ,7EGQ,,Protein/RNA,EM
7EH0,7EH0,7EH0,Protein/DNA/RNA,X-ray
7EH1,7EH1,7EH1,Protein/DNA/RNA,X-ray
7EH2,7EH2,7EH2,Protein/DNA/RNA,X-ray
7EI5,7EI5,7EI5,Hybrid,X-ray
7EI6,7EI6,7EI6,Hybrid,X-ray
7EI7,7EI7,7EI7,RNA,X-ray
7EI8,7EI8,7EI8,RNA,X-ray
7EI9,7EI9,7EI9,RNA,X-ray
7EIA,7EIA,7EIA,RNA,X-ray
7EIU,7EIU,7EIU,Protein/RNA,X-ray
7EIZ,7EIZ,,Protein/RNA,EM
7EJ6,7EJ6,,Protein/DNA,EM
7EJ7,7EJ7,,Protein/DNA,EM
7EJC,7EJC,,Protein/DNA,EM
7EJE,7EJE,,Protein/DNA,EM
7EL1,7EL1,7EL1,Protein/DNA/RNA,X-ray
7EL3,7EL3,7EL3,Protein/DNA,X-ray
7EL7,7EL7,7EL7,DNA,NMR
7EL9,7EL9,,Protein/RNA,EM
7ELA,7ELA,,Protein/RNA,EM
7ELC,7ELC,,Protein/RNA,EM
7ELD,7ELD,,Protein/RNA,EM
7ELE,7ELE,,Protein/RNA,EM
7ELH,7ELH,,Protein/RNA,EM
7ELM,7ELM,,Protein/RNA,EM
7ELN,7ELN,,Protein/DNA/RNA,EM
7ELP,7ELP,7ELP,RNA,X-ray
7ELQ,7ELQ,7ELQ,RNA,X-ray
7ELR,7ELR,7ELR,RNA,X-ray
7ELS,7ELS,7ELS,RNA,X-ray
7ENA,7ENA,,Protein/DNA,EM
7ENC,7ENC,,Protein/DNA,EM
7ENI,7ENI,7ENI,Protein/RNA,X-ray
7ENN,7ENN,,Protein/DNA,EM
7ENR,7ENR,7ENR,Protein/RNA,X-ray
7EOF,7EOF,7EOF,Protein/DNA,X-ray
7EOG,7EOG,7EOG,RNA,X-ray
7EOH,7EOH,7EOH,RNA,X-ray
7EOI,7EOI,7EOI,RNA,X-ray
7EOJ,7EOJ,7EOJ,RNA,X-ray
7EOK,7EOK,7EOK,RNA,X-ray
7EOL,7EOL,7EOL,RNA,X-ray
7EOM,7EOM,7EOM,RNA,X-ray
7EON,7EON,7EON,RNA,X-ray
7EOO,7EOO,7EOO,RNA,X-ray
7EOP,7EOP,7EOP,RNA,X-ray
7EQG,7EQG,,Protein/DNA/RNA,EM
7EQJ,7EQJ,7EQJ,RNA,X-ray
7ET4,7ET4,7ET4,Protein/DNA,X-ray
7ET6,7ET6,7ET6,Protein/DNA,X-ray
7EU0,7EU0,,Protein/DNA/RNA,EM
7EU9,7EU9,7EU9,Protein/DNA/RNA,X-ray
7EUC,7EUC,7EUC,DNA,NMR
7EVO,7EVO,,Protein/RNA,EM
7EWQ,7EWQ,,Protein/RNA,EM
7EXY,7EXY,7EXY,RNA,NMR
7EYI,7EYI,7EYI,Protein/DNA,X-ray
7EZ0,7EZ0,,RNA,EM
7EZ2,7EZ2,,RNA,EM
7EZJ,7EZJ,7EZJ,Protein/DNA,X-ray
7F0D,7F0D,,Protein/RNA,EM
7F0R,7F0R,,Protein/DNA,EM
7F1M,7F1M,,Protein/RNA,EM
7F2F,7F2F,7F2F,Protein/DNA,X-ray
7F36,7F36,7F36,Protein/RNA,X-ray
7F3I,7F3I,7F3I,Protein/RNA,X-ray
7F3J,7F3J,7F3J,Protein/RNA,X-ray
7F3K,7F3K,7F3K,Protein/RNA,X-ray
7F3L,7F3L,7F3L,Protein/RNA,X-ray
7F49,7F49,7F49,Protein/DNA,X-ray
7F4Y,7F4Y,7F4Y,Protein/DNA,X-ray
7F5S,7F5S,,Protein/RNA,EM
7F75,7F75,,Protein/DNA,EM
7F8Z,7F8Z,7F8Z,RNA,X-ray
7F9H,7F9H,7F9H,Protein/DNA,X-ray
7FEF,7FEF,7FEF,Protein/DNA,X-ray
7FGT,7FGT,7FGT,DNA,NMR
7FHI,7FHI,7FHI,RNA,NMR
7FHJ,7FHJ,7FHJ,Protein/DNA,X-ray
7FJ0,7FJ0,7FJ0,RNA,NMR
7FJ2,7FJ2,7FJ2,Protein/DNA,X-ray
7FJI,7FJI,,Protein/DNA/RNA,EM
7FJJ,7FJJ,,Protein/DNA/RNA,EM
7GAT,7GAT,7GAT,Protein/DNA,NMR
7ICE,7ICE,PDE047,Protein/DNA,X-ray
7ICF,7ICF,PDE048,Protein/DNA,X-ray
7ICG,7ICG,PDE049,Protein/DNA,X-ray
7ICH,7ICH,PDE050,Protein/DNA,X-ray
7ICI,7ICI,PDE051,Protein/DNA,X-ray
7ICJ,7ICJ,PDE052,Protein/DNA,X-ray
7ICK,7ICK,PDE053,Protein/DNA,X-ray
7ICL,7ICL,PDE054,Protein/DNA,X-ray
7ICM,7ICM,PDE055,Protein/DNA,X-ray
7ICN,7ICN,PDE056,Protein/DNA,X-ray
7ICO,7ICO,PDE057,Protein/DNA,X-ray
7ICP,7ICP,PDE058,Protein/DNA,X-ray
7ICQ,7ICQ,PDE059,Protein/DNA,X-ray
7ICR,7ICR,PDE060,Protein/DNA,X-ray
7ICS,7ICS,PDE061,Protein/DNA,X-ray
7ICT,7ICT,PDE062,Protein/DNA,X-ray
7ICU,7ICU,PDE063,Protein/DNA,X-ray
7ICV,7ICV,PDE088,Protein/DNA,X-ray
7JFT,7JFT,7JFT,DNA,X-ray
7JFU,7JFU,7JFU,DNA,X-ray
7JFV,7JFV,7JFV,DNA,X-ray
7JFW,7JFW,7JFW,DNA,X-ray
7JFX,7JFX,7JFX,DNA,X-ray
7JGR,7JGR,,Protein/DNA,EM
7JGS,7JGS,,Protein/DNA,EM
7JH8,7JH8,7JH8,DNA,X-ray
7JH9,7JH9,7JH9,DNA,X-ray
7JHA,7JHA,7JHA,DNA,X-ray
7JHB,7JHB,7JHB,DNA,X-ray
7JHC,7JHC,7JHC,DNA,X-ray
7JHR,7JHR,7JHR,DNA,X-ray
7JHS,7JHS,7JHS,DNA,X-ray
7JHT,7JHT,7JHT,DNA,X-ray
7JHU,7JHU,7JHU,DNA,X-ray
7JHV,7JHV,7JHV,DNA,X-ray
7JHY,7JHY,,Protein/RNA,EM
7JI5,7JI5,7JI5,DNA,X-ray
7JI6,7JI6,7JI6,DNA,X-ray
7JI7,7JI7,7JI7,DNA,X-ray
7JI8,7JI8,7JI8,DNA,X-ray
7JI9,7JI9,7JI9,DNA,X-ray
7JIL,7JIL,,Protein/RNA,EM
7JIM,7JIM,7JIM,DNA,X-ray
7JIN,7JIN,7JIN,DNA,X-ray
7JIO,7JIO,7JIO,DNA,X-ray
7JIP,7JIP,7JIP,DNA,X-ray
7JIQ,7JIQ,7JIQ,DNA,X-ray
7JJ2,7JJ2,7JJ2,DNA,X-ray
7JJ3,7JJ3,7JJ3,DNA,X-ray
7JJ4,7JJ4,7JJ4,DNA,X-ray
7JJ5,7JJ5,7JJ5,DNA,X-ray
7JJ6,7JJ6,7JJ6,DNA,X-ray
7JJD,7JJD,7JJD,RNA,X-ray
7JJE,7JJE,7JJE,RNA,X-ray
7JJF,7JJF,7JJF,RNA,X-ray
7JJU,7JJU,7JJU,RNA,X-ray
7JJW,7JJW,7JJW,DNA,X-ray
7JJX,7JJX,7JJX,DNA,X-ray
7JJY,7JJY,7JJY,DNA,X-ray
7JJZ,7JJZ,7JJZ,DNA,X-ray
7JK0,7JK0,7JK0,DNA,X-ray
7JK1,7JK1,7JK1,Protein/DNA,X-ray
7JK2,7JK2,,Protein/DNA,EM
7JK3,7JK3,,Protein/DNA,EM
7JK4,7JK4,,Protein/DNA,EM
7JK5,7JK5,,Protein/DNA,EM
7JKD,7JKD,7JKD,DNA,X-ray
7JKE,7JKE,7JKE,DNA,X-ray
7JKG,7JKG,7JKG,DNA,X-ray
7JKH,7JKH,7JKH,DNA,X-ray
7JKI,7JKI,7JKI,DNA,X-ray
7JKJ,7JKJ,7JKJ,DNA,X-ray
7JKK,7JKK,7JKK,DNA,X-ray
7JKL,7JKL,7JKL,Protein/DNA,X-ray
7JKP,7JKP,7JKP,Protein/DNA,X-ray
7JKU,7JKU,7JKU,DNA,X-ray
7JL0,7JL0,,Protein/RNA,EM
7JL1,7JL1,,Protein/RNA,EM
7JL2,7JL2,,Protein/RNA,EM
7JL3,7JL3,,Protein/RNA,EM
7JL8,7JL8,7JL8,Protein/DNA,X-ray
7JL9,7JL9,7JL9,DNA,X-ray
7JLA,7JLA,7JLA,DNA,X-ray
7JLB,7JLB,7JLB,DNA,X-ray
7JLC,7JLC,7JLC,DNA,X-ray
7JLD,7JLD,7JLD,DNA,X-ray
7JLE,7JLE,7JLE,DNA,X-ray
7JLF,7JLF,7JLF,DNA,X-ray
7JLG,7JLG,7JLG,Protein/DNA,X-ray
7JLH,7JLH,7JLH,DNA,X-ray
7JM4,7JM4,7JM4,Protein/DNA,X-ray
7JN3,7JN3,,Protein/DNA,EM
7JNH,7JNH,7JNH,RNA,X-ray
7JNJ,7JNJ,7JNJ,DNA,X-ray
7JNK,7JNK,7JNK,DNA,X-ray
7JNL,7JNL,7JNL,DNA,X-ray
7JNM,7JNM,7JNM,DNA,X-ray
7JNP,7JNP,7JNP,Protein/DNA,X-ray
7JO9,7JO9,,Protein/DNA,EM
7JOA,7JOA,,Protein/DNA,EM
7JOG,7JOG,7JOG,DNA,X-ray
7JOH,7JOH,7JOH,DNA,X-ray
7JOI,7JOI,7JOI,DNA,X-ray
7JOJ,7JOJ,7JOJ,DNA,X-ray
7JOK,7JOK,7JOK,DNA,X-ray
7JOL,7JOL,7JOL,DNA,X-ray
7JON,7JON,7JON,DNA,X-ray
7JP5,7JP5,7JP5,DNA,X-ray
7JP6,7JP6,7JP6,DNA,X-ray
7JP7,7JP7,7JP7,DNA,X-ray
7JP8,7JP8,7JP8,DNA,X-ray
7JP9,7JP9,7JP9,DNA,X-ray
7JPA,7JPA,7JPA,DNA,X-ray
7JPB,7JPB,7JPB,DNA,X-ray
7JPC,7JPC,7JPC,DNA,X-ray
7JPS,7JPS,,Protein/DNA,EM
7JQB,7JQB,,Protein/RNA,EM
7JQC,7JQC,,Protein/RNA,EM
7JQL,7JQL,7JQL,Protein/RNA,X-ray
7JQM,7JQM,7JQM,Protein/RNA,X-ray
7JQQ,7JQQ,,Protein/DNA/RNA,EM
7JRR,7JRR,7JRR,RNA,X-ray
7JRS,7JRS,7JRS,RNA,X-ray
7JRT,7JRT,7JRT,RNA,X-ray
7JRY,7JRY,7JRY,DNA,X-ray
7JRZ,7JRZ,7JRZ,DNA,X-ray
7JS0,7JS0,7JS0,DNA,X-ray
7JS1,7JS1,7JS1,DNA,X-ray
7JS2,7JS2,7JS2,DNA,X-ray
7JSA,7JSA,7JSA,Protein/DNA,X-ray
7JSB,7JSB,7JSB,DNA,X-ray
7JSC,7JSC,7JSC,DNA,X-ray
7JSE,7JSE,,Protein/DNA,EM
7JSF,7JSF,,Protein/DNA,EM
7JSG,7JSG,,Protein/DNA,EM
7JSH,7JSH,,Protein/DNA,EM
7JSI,7JSI,,Protein/DNA,EM
7JSL,7JSL,7JSL,Protein/DNA,X-ray
7JSS,7JSS,,Protein/RNA,EM
7JSW,7JSW,,Protein/RNA,EM
7JSZ,7JSZ,,Protein/RNA,EM
7JT1,7JT1,,Protein/RNA,EM
7JT2,7JT2,,Protein/RNA,EM
7JT3,7JT3,,Protein/RNA,EM
7JTN,7JTN,7JTN,Protein/DNA,X-ray
7JTQ,7JTQ,7JTQ,Protein/DNA,X-ray
7JU1,7JU1,7JU1,RNA,NMR
7JU3,7JU3,7JU3,Protein/DNA,X-ray
7JVT,7JVT,7JVT,Protein/DNA,X-ray
7JY2,7JY2,7JY2,DNA,X-ray
7JY6,7JY6,,Protein/DNA,EM
7JY7,7JY7,,Protein/DNA,EM
7JY8,7JY8,,Protein/DNA,EM
7JY9,7JY9,,Protein/DNA,EM
7JYY,7JYY,7JYY,Protein/RNA,X-ray
7JZ0,7JZ0,7JZ0,Protein/RNA,X-ray
7JZV,7JZV,,Protein/DNA,EM
7JZW,7JZW,,Protein/RNA,EM
7JZX,7JZX,,Protein/RNA,EM
7JZY,7JZY,,Protein/RNA,EM
7JZZ,7JZZ,,Protein/RNA,EM
7K00,7K00,,Protein/RNA,EM
7K04,7K04,,Protein/DNA,EM
7K0Y,7K0Y,,Protein/DNA,EM
7K16,7K16,7K16,RNA,X-ray
7K19,7K19,,Protein/DNA,EM
7K1B,7K1B,,Protein/DNA,EM
7K1J,7K1J,,Protein/DNA,EM
7K1K,7K1K,,Protein/DNA,EM
7K1N,7K1N,,Protein/DNA,EM
7K30,7K30,7K30,Protein/DNA,X-ray
7K31,7K31,7K31,Protein/DNA,X-ray
7K32,7K32,7K32,Protein/DNA,X-ray
7K33,7K33,7K33,Protein/DNA,X-ray
7K4L,7K4L,7K4L,RNA,NMR
7K50,7K50,,Protein/RNA,EM
7K51,7K51,,Protein/RNA,EM
7K52,7K52,,Protein/RNA,EM
7K53,7K53,,Protein/RNA,EM
7K54,7K54,,Protein/RNA,EM
7K55,7K55,,Protein/RNA,EM
7K5D,7K5D,7K5D,Protein/DNA,X-ray
7K5I,7K5I,,Protein/RNA,EM
7K5L,7K5L,7K5L,Protein/RNA,X-ray
7K5O,7K5O,7K5O,Protein/DNA,X-ray
7K5P,7K5P,7K5P,Protein/DNA,X-ray
7K5Q,7K5Q,7K5Q,Protein/DNA,X-ray
7K5R,7K5R,7K5R,Protein/DNA,X-ray
7K5S,7K5S,7K5S,Protein/DNA,X-ray
7K5T,7K5T,7K5T,Protein/DNA,X-ray
7K5U,7K5U,7K5U,Protein/DNA,X-ray
7K5X,7K5X,,Protein/DNA,EM
7K5Y,7K5Y,,Protein/DNA,EM
7K60,7K60,,Protein/DNA,EM
7K61,7K61,,Protein/DNA,EM
7K63,7K63,,Protein/DNA,EM
7K6P,7K6P,,Protein/DNA,EM
7K6Q,7K6Q,,Protein/DNA,EM
7K78,7K78,,Protein/DNA,EM
7K7G,7K7G,,Protein/DNA,EM
7K96,7K96,7K96,Protein/DNA,X-ray
7K97,7K97,7K97,Protein/DNA,X-ray
7K98,7K98,7K98,Protein/RNA,X-ray
7K9D,7K9D,7K9D,Protein/RNA,X-ray
7K9E,7K9E,7K9E,Protein/RNA,X-ray
7K9M,7K9M,7K9M,Protein/RNA,X-ray
7K9Y,7K9Y,7K9Y,Protein/DNA/RNA,X-ray
7KA0,7KA0,7KA0,Protein/RNA,X-ray
7KAB,7KAB,7KAB,Protein/RNA,X-ray
7KBD,7KBD,,Protein/DNA,EM
7KBE,7KBE,,Protein/DNA,EM
7KBF,7KBF,,Protein/DNA,EM
7KBV,7KBV,7KBV,DNA,NMR
7KBW,7KBW,7KBW,DNA,NMR
7KBX,7KBX,7KBX,DNA,NMR
7KC0,7KC0,,Protein/DNA,EM
7KCI,7KCI,BDJ061,DNA,X-ray
7KD1,7KD1,7KD1,RNA,X-ray
7KED,7KED,7KED,Protein/DNA/RNA,X-ray
7KEE,7KEE,7KEE,Protein/DNA/RNA,X-ray
7KEF,7KEF,7KEF,Protein/DNA/RNA,X-ray
7KFN,7KFN,7KFN,Protein/RNA,X-ray
7KGA,7KGA,7KGA,RNA,X-ray
7KGB,7KGB,,Protein/RNA,EM
7KHA,7KHA,,Protein/RNA,EM
7KHB,7KHB,,Protein/DNA,EM
7KHC,7KHC,,Protein/DNA/Hybrid,EM
7KHE,7KHE,,Protein/DNA,EM
7KHI,7KHI,,Protein/DNA,EM
7KI3,7KI3,7KI3,Protein/RNA,X-ray
7KIF,7KIF,,Protein/DNA,EM
7KII,7KII,7KII,Protein/DNA,X-ray
7KIJ,7KIJ,7KIJ,Protein/DNA,X-ray
7KIK,7KIK,7KIK,Protein/DNA,X-ray
7KIM,7KIM,,Protein/DNA,EM
7KIN,7KIN,,Protein/DNA,EM
